restaurant_name	boro	building	street	zipcode	cuisine	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	grade_date	inspection_type
TACOS COATZINGO	QUEENS	4018	82ND ST	11373	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	2/23/16	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	23	B	2/23/16	Cycle Inspection / Re-inspection
INDIAN TAJ	QUEENS	3725	74 STREET	11372	Indian	4/23/15	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	10	A	4/23/15	Cycle Inspection / Re-inspection
LOS PRIMOS DELICATESSEN	BROOKLYN	236	PENNSYLVANIA AVE	11207	Spanish	2/17/15	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	8	A	2/17/15	Cycle Inspection / Re-inspection
COZY CORNER BAR & RESTAURANT	QUEENS	6001	70 AVENUE	11385	American	4/3/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	13	A	4/3/14	Cycle Inspection / Re-inspection
EMERALD RESTAURANT	QUEENS	9704	QUEENS BOULEVARD	11374	Russian	4/21/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	12	A	4/21/16	Cycle Inspection / Re-inspection
OZU JAPANESE CUISINE & LOUNGE	BROOKLYN	78	CLARK ST	11201	Japanese	7/22/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10	A	7/22/16	Cycle Inspection / Initial Inspection
BOULEVARD TAVERN	BRONX	2918	BRUCKNER BOULEVARD	10465	Irish	5/29/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	4	A	5/29/14	Cycle Inspection / Re-inspection
UNO CAFE & BILLIARDS	QUEENS	7801	ROOSEVELT AVENUE	11372	American	6/13/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	27	B	6/13/14	Cycle Inspection / Re-inspection
SUZUME	BROOKLYN	545	LORIMER STREET	11211	Japanese	5/23/13	Violations were cited in the following area(s).	02H	Food not cooled by an approved method whereby the internal product temperature is reduced from 140籾綣 F to 70籾綣 F or less within 2 hours, and from 70籾綣 F to 41 degrees F or less within 4 additional hours.	Critical	12	A	5/23/13	Cycle Inspection / Re-inspection
MYRTLE BAGEL	BROOKLYN	410	MYRTLE AVE	11205	Bagels/Pretzels	5/31/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	5	A	5/31/16	Cycle Inspection / Initial Inspection
EMPANADAS MONUMENTAL	MANHATTAN	550	W 181ST ST	10033	Spanish	2/29/16	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	21	B	2/29/16	Cycle Inspection / Re-inspection
NEW MILLENIUM PIZZA II	BRONX	2491	JEROME AVENUE	10468	Pizza	5/14/15	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	10	A	5/14/15	Cycle Inspection / Initial Inspection
MILL BASIN KOSHER DELI	BROOKLYN	5823	AVENUE T	11234	Jewish/Kosher	4/23/15	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	7	A	4/23/15	Cycle Inspection / Initial Inspection
VSTRECHA	BROOKLYN	842123	20 AVENUE	11214	Russian	9/10/15	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	11	A	9/10/15	Cycle Inspection / Initial Inspection
LA SIRENA	MANHATTAN	88	9TH AVE	10011	Italian	3/22/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	9	A	3/22/16	Pre-permit (Operational) / Initial Inspection
RAVAGH PERSIAN GRILL	MANHATTAN	11	EAST   30 STREET	10016	Iranian	5/14/13	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	12	A	5/14/13	Cycle Inspection / Re-inspection
STARBUCKS	MANHATTAN	200	MADISON AVENUE	10016	Cafe/Coffee/Tea	4/25/13	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	9	A	4/25/13	Cycle Inspection / Initial Inspection
TIMMY'S BY THE RIVER	MANHATTAN	1737	YORK AVENUE	10128	American	9/30/13	Violations were cited in the following area(s).	10D	Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.	Not Critical	25	B	9/30/13	Cycle Inspection / Re-inspection
CITY CHOW CAFE V (EQUINOX)	MANHATTAN	420	LEXINGTON AVENUE	10170	Cafe/Coffee/Tea	11/28/14	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	12	A	11/28/14	Cycle Inspection / Initial Inspection
PARIS BAGUETTE	MANHATTAN	567	7TH AVENUE	10018	Bakery	1/9/15	Violations were cited in the following area(s).	04K	Evidence of rats or live rats present in facility's food and/or non-food areas.	Critical	9	A	1/9/15	Cycle Inspection / Initial Inspection
APPLEBEE'S	BRONX	47504758	3 AVENUE	10458	American	4/22/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	5	A	4/22/14	Cycle Inspection / Initial Inspection
TONG HAI TUNG BAKERY	QUEENS	4112	MAIN STREET	11355	Bakery	3/13/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	10	A	3/13/14	Cycle Inspection / Re-inspection
MADANGSUI	MANHATTAN	35	WEST   35 STREET	10001	Korean	2/10/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	47	C	2/10/16	Cycle Inspection / Re-inspection
FRESH & CO	MANHATTAN	309	MADISON AVE	10017	Sandwiches/Salads/Mixed Buffet	5/28/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	7	A	5/28/14	Pre-permit (Operational) / Re-inspection
BRIOSO RISTORANTE	STATEN ISLAND	174	NEW DORP LANE	10306	Italian	5/29/13	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	12	A	5/29/13	Cycle Inspection / Re-inspection
THE REGAL	BROOKLYN	163	HOPE STREET	11211	American	3/20/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	11	A	3/20/14	Cycle Inspection / Re-inspection
MARGON RESTAURANT	MANHATTAN	136	WEST   46 STREET	10036	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	6/22/16	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	Not Critical	5	A	6/22/16	Cycle Inspection / Re-inspection
POLLOS DONA MARIA	QUEENS	9303	JAMAICA AVENUE	11421	Spanish	6/16/14	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	5	A	6/16/14	Cycle Inspection / Re-inspection
MIKE'S ISLAND GRILL RESTAURANT	BROOKLYN	326	EAST 98 STREET	11212	Caribbean	1/27/14	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	13	A	1/27/14	Cycle Inspection / Re-inspection
SAKURA IV	QUEENS	6419	MYRTLE AVENUE	11385	Japanese	1/8/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	66	C	1/8/14	Cycle Inspection / Re-inspection
NATIONAL BAKERY	BRONX	944	INTELVALE AVENUE	10459	Bakery	11/13/14	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	5	A	11/13/14	Cycle Inspection / Initial Inspection
CONG LY RESTAURANT	MANHATTAN	124	HESTER ST	10002	Vietnamese/Cambodian/Malaysia	7/26/16	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	9	A	7/26/16	Pre-permit (Operational) / Re-inspection
POST OFFICE	BROOKLYN	188	HAVEMEYER STREET	11211	American	2/11/15	Violations were cited in the following area(s).	06A	Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.	Critical	13	A	2/11/15	Cycle Inspection / Initial Inspection
FRIENDS CORNER CAFE	QUEENS	7417	ROOSEVELT AVENUE	11372	Indian	8/4/16	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	8	A	8/4/16	Cycle Inspection / Re-inspection
RU YI BROADWAY RESTAURANT	QUEENS	8334	BROADWAY	11373	Chinese	3/8/16	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	11	A	3/8/16	Cycle Inspection / Re-inspection
LITTLE TIBET	QUEENS	7219	ROOSEVELT AVE	11372	Asian	7/9/13	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	13	A	7/9/13	Pre-permit (Operational) / Re-inspection
LUCCHESE FOOD SERVICE	BRONX	515	EAST FORDHAM ROAD	10458	American	4/14/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	13	A	4/14/14	Cycle Inspection / Re-inspection
CAFE AU LEE	BROOKLYN	193	LEE AVE	11211	Jewish/Kosher	12/9/14	Violations were cited in the following area(s).	10A	Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.	Not Critical	21	B	12/9/14	Cycle Inspection / Re-inspection
MILLESIME	MANHATTAN	92	MADISON AVENUE	10016	American	7/27/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12	A	7/27/16	Cycle Inspection / Initial Inspection
